City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,mount pleasant,32.7941,-79.8626,23.33,81,100,5.66,US,1726520619
368,az zubayr,30.3945,47.7011,27.92,47,0,5.14,IQ,1726520620
369,cascais,38.6979,-9.4215,28.64,15,0,6.69,PT,1726520621
370,ambridge,40.5892,-80.2251,26.92,31,100,4.12,US,1726520622
371,tinghir,31.5157,-5.5343,24.95,19,7,3.24,MA,1726520623
372,noumea,-22.2763,166.4572,23.33,99,28,5.58,NC,1726520624
373,laojunmiao,39.8333,97.7333,13.59,72,6,2.55,CN,1726520625
374,chechat,24.7667,75.8833,24.01,75,52,3.04,IN,1726520626
375,outjo,-20.1167,16.15,16.96,15,2,4.11,NA,1726520627
376,yaounde,3.8667,11.5167,21.74,88,40,2.06,CM,1726520629
377,aginskoye,51.1,114.53,5.52,80,41,1.04,RU,1726520630
378,mountain home,43.133,-115.6912,21.71,50,75,2.68,US,1726520631
379,selizharovo,56.8519,33.4487,14.32,70,40,2.1,RU,1726520632
380,wodonga,-36.1167,146.8833,7.2,100,39,0.9,AU,1726520633
381,terra santa,-2.1042,-56.4869,37.87,22,28,2.27,BR,1726520634
382,arraias,-12.9288,-46.9437,30.78,18,0,2.13,BR,1726520635
383,howard springs,-12.497,131.047,22.95,93,43,2.63,AU,1726520636
384,kone,-21.0595,164.8658,21.55,48,87,4.5,NC,1726520637
385,taltal,-25.4,-70.4833,15.38,79,66,2.22,CL,1726520482
386,bad sooden-allendorf,51.2833,9.9833,9.58,91,43,2.01,DE,1726520640
387,sapatgram,26.3334,90.109,25.77,82,100,1.39,IN,1726520641
388,villa gesell,-37.2639,-56.973,14.49,63,3,5.25,AR,1726520642
389,okha,53.5739,142.9478,10.92,87,100,2.51,RU,1726520643
390,tres arroyos,-38.3739,-60.2798,17.22,50,0,3.07,AR,1726520644
391,akureyri,65.6835,-18.0878,8.96,61,40,4.63,IS,1726520404
392,maxixe,-23.8597,35.3472,23.24,94,2,3.29,MZ,1726520646
393,yarrawonga,-36.0167,146.0,6.08,94,55,2.29,AU,1726520647
394,saint-yrieix-la-perche,45.516,1.2057,13.24,73,0,3.65,FR,1726520649
395,kilju,40.9642,129.3278,18.61,86,100,1.19,KP,1726520650
396,kualakapuas,-3.0091,114.3876,23.93,85,100,0.98,ID,1726520652
397,sens,48.1667,3.3333,14.64,73,60,4.74,FR,1726520653
398,onega,63.9061,38.1404,9.49,77,21,1.95,RU,1726520654
399,asaita,11.5636,41.4394,32.23,40,91,0.51,ET,1726520655
400,dickinson,29.4608,-95.0513,33.92,72,40,5.14,US,1726520650
401,qamdo,31.1667,97.2333,6.25,87,100,1.64,CN,1726520657
402,chernyakhovsk,54.6335,21.8156,15.88,58,11,3.52,RU,1726520658
403,tubarjal,30.4999,38.216,25.44,43,0,7.82,SA,1726520659
404,madimba,-10.4,40.3333,23.82,85,32,3.05,TZ,1726520660
405,okhotsk,59.3833,143.3,7.89,70,84,1.24,RU,1726520663
406,kurmuk,10.55,34.2833,20.69,97,98,0.88,SD,1726520664
407,antigonish,45.6169,-61.9986,26.1,63,2,3.13,CA,1726520665
408,vila do maio,15.1333,-23.2167,26.44,78,99,4.38,CV,1726520666
409,spring creek,40.7266,-115.5859,10.83,28,84,2.46,US,1726520667
410,itoman,26.1247,127.6694,28.38,78,3,6.17,JP,1726520668
411,santarem,-2.4431,-54.7083,33.07,62,0,4.63,BR,1726520669
412,trat,12.5,102.5,24.38,97,100,0.67,TH,1726520670
413,khorixas,-20.3667,14.9667,15.17,28,0,1.97,NA,1726520672
414,kisesa,-3.0833,34.15,25.61,37,94,3.66,TZ,1726520673
415,motueka,-41.1333,173.0167,7.83,89,93,3.4,NZ,1726520674
416,port augusta,-32.5,137.7667,3.95,74,0,1.52,AU,1726520675
417,levuka,50.1834,-105.4011,25.85,44,75,6.69,CA,1726520676
418,dhaulpur,26.7,77.9,26.46,64,27,1.56,IN,1726520677
419,darwin,-12.4611,130.8418,22.99,94,75,3.58,AU,1726520678
420,mil'kovo,55.6078,37.7956,18.13,51,9,2.51,RU,1726520679
421,ha'il,27.5219,41.6907,29.01,34,0,2.06,SA,1726520680
422,papao,-17.75,-149.55,26.82,82,20,5.02,PF,1726520681
423,tromso,69.6496,18.957,12.01,76,75,5.14,NO,1726520683
424,kayangel,8.0823,134.7173,28.51,81,100,10.03,PW,1726520684
425,chadron,42.8294,-102.9999,33.82,26,0,6.69,US,1726520685
426,isla mujeres,21.2311,-86.731,32.03,69,28,4.28,MX,1726520686
427,hadibu,12.65,54.0333,25.56,78,11,6.4,YE,1726520677
428,makarov,48.6333,142.8,14.35,85,100,3.26,RU,1726520688
429,carutapera,-1.195,-46.02,26.44,75,41,4.75,BR,1726520689
430,zaragoza,41.6561,-0.8773,18.9,43,0,10.8,ES,1726520690
431,antonio enes,-16.2325,39.9086,24.06,84,0,4.57,MZ,1726520693
432,viale,-31.8678,-60.0072,22.68,39,0,5.03,AR,1726520694
433,ebon,4.582,168.6964,28.66,70,31,3.0,MH,1726520695
434,raduzhny,62.0961,77.475,8.26,73,98,4.28,RU,1726520696
435,harstad,68.799,16.5293,11.75,92,69,10.73,NO,1726520697
436,sinabang,2.4803,96.3801,25.23,90,100,2.65,ID,1726520657
437,bac lieu,9.285,105.7244,26.67,83,99,7.86,VN,1726520699
438,gargalianoi,37.0667,21.6333,19.74,68,0,3.23,GR,1726520700
439,edd,13.9297,41.6925,32.34,64,88,2.26,ER,1726520701
440,iglino,54.8324,56.4126,9.29,71,0,0.61,RU,1726520702
441,kununurra,-15.7667,128.7333,19.99,77,100,9.26,AU,1726520676
442,viqueque,-8.8673,126.3658,22.59,93,69,0.95,TL,1726520705
443,east london,-33.0153,27.9116,17.64,73,100,0.85,ZA,1726520433
444,kimbe,-5.5502,150.1429,24.89,91,7,1.63,PG,1726520707
445,el granada,37.5027,-122.4694,20.66,70,75,2.57,US,1726520708
446,abatskoye,56.2875,70.4555,5.32,75,20,0.91,RU,1726520709
447,pechora,65.1472,57.2244,14.15,95,98,2.66,RU,1726520710
448,mata-utu,-13.2816,-176.1745,26.83,78,96,3.53,WF,1726520711
449,colac,-38.3333,143.5833,7.26,91,100,3.78,AU,1726520609
450,mogadishu,2.0371,45.3438,25.15,91,39,7.16,SO,1726520713
451,inarajan village,13.2736,144.7484,26.11,94,100,5.06,GU,1726520714
452,cartagena del chaira,1.3349,-74.8429,31.09,56,91,2.44,CO,1726520716
453,opuwo,-18.0607,13.84,19.82,16,4,2.49,NA,1726520717
454,tuzha,57.6062,47.936,14.07,69,62,2.09,RU,1726520718
455,kerman,30.2832,57.0788,21.92,24,0,5.14,IR,1726520719
456,welkom,-27.9864,26.7066,15.99,62,100,3.42,ZA,1726520720
457,fale old settlement,-9.3852,-171.2468,27.01,80,52,3.37,TK,1726520721
458,ebaye,8.7748,167.7392,29.01,74,0,2.57,MH,1726520722
459,maricopa,33.0581,-112.0476,37.25,32,75,7.2,US,1726520560
460,zakharivka,47.3333,29.75,20.35,35,100,3.78,UA,1726520724
461,lae,-6.7221,146.9847,22.42,92,97,2.3,PG,1726520725
462,porto velho,-8.7619,-63.9039,34.03,46,88,2.57,BR,1726520727
463,les avirons,-21.2418,55.3394,18.05,68,0,4.12,RE,1726520728
464,mandalgovi,45.7625,106.2708,11.2,67,95,2.69,MN,1726520729
465,potchefstroom,-26.7167,27.1,18.44,53,100,4.09,ZA,1726520730
466,mermoz boabab,14.7065,-17.4758,26.88,83,0,2.06,SN,1726520731
467,barra,-11.0894,-43.1417,29.02,34,0,3.32,BR,1726520732
468,lata,40.1629,-8.3327,19.72,47,0,1.49,PT,1726520733
469,coyhaique,-45.5752,-72.0662,4.87,98,100,3.24,CL,1726520734
470,morsbach,50.8667,7.75,15.19,84,88,1.34,DE,1726520735
471,nazarabad,35.9521,50.6075,22.45,46,12,1.37,IR,1726520737
472,dakhla,23.6848,-15.958,21.01,88,11,8.23,EH,1726520738
473,sheksna,59.21,38.5107,9.98,74,68,2.39,RU,1726520740
474,sujiatun,41.6592,123.3392,19.1,88,100,2.0,CN,1726520741
475,zaterechnyy,44.7931,45.2097,19.14,55,99,7.4,RU,1726520742
476,lubao,14.9167,120.55,26.84,96,100,1.09,PH,1726520743
477,ilomantsi,62.6716,30.9328,9.92,67,19,1.04,FI,1726520744
478,san luis,-33.295,-66.3356,23.81,15,89,8.4,AR,1726520745
479,kamba,11.8486,3.6576,26.94,78,34,3.52,NG,1726520746
480,el calafate,-50.3408,-72.2768,6.66,84,23,2.67,AR,1726520748
481,nuuk,64.1835,-51.7216,3.65,88,19,1.74,GL,1726520749
482,domna,51.8971,113.1573,-0.91,93,6,2.0,RU,1726520750
483,swakopmund,-22.6833,14.5333,11.96,94,46,3.68,NA,1726520751
484,namibe,-15.1961,12.1522,18.3,86,57,1.9,AO,1726520752
485,galesong,-5.3166,119.3661,24.66,68,17,1.29,ID,1726520753
486,weligama,5.9667,80.4167,29.39,87,99,6.37,LK,1726520754
487,happy valley-goose bay,53.3168,-60.3315,21.17,68,75,5.14,CA,1726520755
488,pesqueira,-8.3578,-36.6964,20.99,60,1,7.0,BR,1726520756
489,pasuquin,18.3328,120.6177,23.97,100,100,2.06,PH,1726520757
490,vila velha,-20.3297,-40.2925,25.97,85,0,9.26,BR,1726520758
491,viedma,-40.8135,-62.9967,17.89,28,5,4.96,AR,1726520761
492,narasannapeta,18.4167,84.05,25.98,81,99,2.87,IN,1726520654
493,jiwani,25.05,61.7417,26.56,83,21,2.62,PK,1726520763
494,usogorsk,63.4106,48.6872,15.02,70,8,2.96,RU,1726520764
495,ardakan,32.31,54.0175,24.23,29,0,4.53,IR,1726520765
496,porto franco,-6.3383,-47.3992,36.38,21,40,1.45,BR,1726520766
497,bardai,11.65,7.2333,23.81,82,73,2.7,NG,1726520767
498,midvagur,62.0511,-7.1939,11.46,93,100,9.77,FO,1726520770
499,tindouf,27.6711,-8.1474,33.25,16,55,4.12,DZ,1726520771
500,kyakhta,50.3508,106.4494,3.96,91,1,2.25,RU,1726520772
501,walkersville,39.4862,-77.3519,24.84,55,40,4.12,US,1726520773
502,longboat key,27.4125,-82.659,31.16,64,0,4.12,US,1726520774
503,samdari,25.8167,72.5833,26.78,64,0,3.18,IN,1726520775
504,tomatlan,19.9333,-105.25,31.71,67,77,3.86,MX,1726520777
505,kruisfontein,-34.0033,24.7314,9.86,84,0,1.16,ZA,1726520778
506,quillacollo,-17.4,-66.2833,27.04,21,40,5.14,BO,1726520779
507,kingston,17.997,-76.7936,33.53,66,20,9.26,JM,1726520781
508,bel ombre,-4.6167,55.4167,24.91,94,75,9.77,SC,1726520782
509,likasi,-10.9814,26.7333,20.74,26,0,1.51,CD,1726520783
510,holdrege,40.4403,-99.3698,27.95,47,0,10.29,US,1726520784
511,amga,60.8953,131.9608,-2.5,91,3,1.14,RU,1726520785
512,alice springs,-23.7,133.8833,9.75,27,34,4.12,AU,1726520786
513,xuchang,34.0167,113.8167,22.07,78,56,5.42,CN,1726520787
514,kirakira,-10.4544,161.9205,26.97,83,21,1.37,SB,1726520788
515,al kharj,24.155,47.3346,32.32,18,0,3.9,SA,1726520789
516,joshimath,30.5667,79.5667,14.27,66,87,2.37,IN,1726520790
517,sitka,57.0531,-135.33,13.94,77,100,2.57,US,1726520792
518,illizi,26.4833,8.4667,34.41,23,70,5.7,DZ,1726520793
519,leticia,-4.2153,-69.9406,32.03,66,75,3.09,CO,1726520794
520,el sauzal de rodriguez,31.9,-116.6833,20.79,70,24,6.98,MX,1726520795
521,olinda,-8.0089,-34.8553,25.85,73,40,5.66,BR,1726520796
522,khomeyni shahr,32.7002,51.5211,24.06,27,0,1.78,IR,1726520797
523,mcdonough,40.4667,-90.6668,30.0,35,0,4.63,US,1726520798
524,dole,47.0833,5.5,14.71,88,75,3.09,FR,1726520799
525,micheweni,-4.9667,39.8333,24.35,85,6,4.66,TZ,1726520800
526,beyneu,45.3167,55.2,21.74,37,90,4.54,KZ,1726520801
527,nieuw amsterdam,5.8833,-55.0833,33.01,58,40,4.12,SR,1726520803
528,lucas,41.6501,-83.6666,27.98,49,0,4.63,US,1726520804
529,tadjourah,12.0,42.5,30.64,43,86,1.5,DJ,1726520805
530,minas de marcona,-15.2119,-75.1103,17.45,55,3,4.46,PE,1726520806
531,mino,34.8269,135.4706,27.46,99,17,0.31,JP,1726520807
532,pingnan,23.5543,110.3976,24.88,88,100,1.86,CN,1726520808
533,rio grande,-32.035,-52.0986,15.12,80,0,3.27,BR,1726520809
534,santa marta,11.2408,-74.199,31.08,75,85,6.38,CO,1726520810
535,tumayr,25.7039,45.868,29.23,19,0,2.92,SA,1726520811
536,nadym,65.5333,72.5167,12.29,88,99,3.15,RU,1726520812
537,katpur,21.05,71.7833,25.25,76,7,3.74,IN,1726520814
538,berezovyy,51.6667,135.7,9.29,81,82,2.45,RU,1726520815
539,gorlitz,51.1552,14.9885,14.87,84,98,1.35,DE,1726520816
540,cedeira,43.6797,-8.0209,16.65,81,22,13.27,ES,1726520686
541,baissa,7.2333,10.6333,23.48,97,100,1.09,NG,1726520818
542,bubaque,11.2833,-15.8333,26.57,81,100,7.07,GW,1726520802
543,al qusiyah,27.4402,30.8184,30.82,38,0,3.24,EG,1726520820
544,bogalusa,30.791,-89.8487,31.11,58,40,0.0,US,1726520821
545,yangjiang,21.85,111.9667,25.26,89,100,1.84,CN,1726520822
546,l'govskiy,51.6307,35.2775,16.61,52,32,3.85,RU,1726520823
547,chibougamau,49.9168,-74.3659,23.7,59,65,5.47,CA,1726520825
548,rosarito,32.3333,-117.0333,22.51,63,15,6.12,MX,1726520826
549,crane,31.3974,-102.3501,31.6,39,22,7.52,US,1726520827
550,barisal,22.7019,90.3711,26.31,91,100,2.35,BD,1726520828
551,esquel,-42.9,-71.3167,10.74,59,93,1.88,AR,1726520829
552,manggar,-2.8833,108.2667,26.79,76,98,2.97,ID,1726520830
553,gulf shores,30.246,-87.7008,29.03,73,40,6.17,US,1726520831
554,mthatha,-31.5889,28.7844,13.01,87,100,0.8,ZA,1726520832
555,tazacorte,28.629,-17.9293,22.54,91,0,3.6,ES,1726520833
556,inhambane,-23.865,35.3833,23.56,93,1,3.76,MZ,1726520834
557,freeport,40.6576,-73.5832,23.34,68,0,5.14,US,1726520686
558,fort-shevchenko,44.5086,50.263,21.82,39,35,9.38,KZ,1726520837
559,santa cruz do capibaribe,-7.9575,-36.2047,23.43,58,1,5.52,BR,1726520838
560,yaren,-0.5472,166.916,28.25,67,92,2.43,NR,1726520839
561,arraial do cabo,-22.9661,-42.0278,22.92,83,100,6.17,BR,1726520840
562,kas,36.2018,29.6377,22.38,60,0,5.69,TR,1726520841
563,barcelos,41.5388,-8.6151,21.89,24,27,2.51,PT,1726520842
564,adamovka,51.5223,59.9396,9.47,50,3,6.17,RU,1726520843
565,horqueta,-23.3428,-57.0597,25.19,41,0,2.2,PY,1726520844
566,palikir - national government center,6.9248,158.1611,27.78,73,36,3.03,FM,1726520699
567,nuku'alofa,-21.1333,-175.2,24.19,94,75,2.57,TO,1726520693
568,birzebbuga,35.8258,14.5269,21.38,68,20,2.57,MT,1726520848
569,ciudad lazaro cardenas,17.9583,-102.2,30.58,70,53,3.26,MX,1726520808
570,kratie,12.4881,106.0188,23.76,99,100,1.27,KH,1726520838
571,tvoroyri,61.5556,-6.8111,11.11,95,100,15.98,FO,1726520851
572,san antonio,29.4241,-98.4936,37.22,42,40,5.14,US,1726520852
573,chifeng,42.2683,118.9636,16.03,61,88,1.25,CN,1726520833
574,decorah,43.3033,-91.7857,29.51,45,20,2.57,US,1726520854
575,tono,39.3167,141.5333,18.58,94,69,1.06,JP,1726520855
576,bokoro,12.3807,17.0568,24.83,67,55,2.89,TD,1726520856
577,san angelo,31.4638,-100.437,34.19,39,0,3.13,US,1726520858
578,trincomalee,8.5711,81.2335,27.78,77,100,10.32,LK,1726520859
579,culebra,18.303,-65.301,29.44,78,12,2.68,PR,1726520860
580,mirny,62.5353,113.9611,-0.65,87,46,3.42,RU,1726520861
581,trondheim,63.4305,10.3951,11.03,94,100,2.12,NO,1726520862
582,airuk,7.2772,168.8203,28.49,69,67,2.68,MH,1726520863
583,tal'menka,53.8183,83.5677,0.97,93,8,2.74,RU,1726520864
584,talcahuano,-36.7167,-73.1167,16.82,55,0,4.63,CL,1726520865
585,meadow lake,34.8014,-106.5436,25.92,23,8,9.03,US,1726520866
586,tateyama,34.9833,139.8667,24.84,90,42,0.98,JP,1726520647
587,rehoboth,-23.3167,17.0833,13.3,16,0,2.58,NA,1726520868
588,lerwick,60.1545,-1.1494,11.81,83,100,6.55,GB,1726520870
